Source,Target
Ayman Mahawi,2005
Ayreen Anastas,2005
Ayşe Erkmen,2005
Bae Young-whan,2005
Bahman Kiarostami,2005
Carsten Höller,2005
David Spriggs,2005
Dirk Fleischmann,2005
Doris Bittar,2005
Elena Kovylina,2005
Eva Meyer-Keller,2005
Faisal Samra,2005
Fouad Elkoury,2005
Fred Eerdekens,2005
Gilbert Hage,2005
Gulnara Kasmalieva,2005
Hala Elkoussy,2005
Haris Epaminonda,2005
Haytham el Wardany,2005
Hicham Ayouch,2005
Hrair Sarkissian,2005
Jananne Al-Ani,2005
Jayce Salloum,2005
"Jean-Luc Moulène ",2005
"Joana Hadjithomas ",2005
Josephine Meckseper,2005
Juan Araujo,2005
Julia Meltzer,2005
Jun Yang,2005
Kameel Hawa,2005
Karin Sander,2005
Kazuyo Sejima,2005
Khalil Joreige,2005
Lamia Joreige,2005
Lara Favaretto,2005
Liu Wei,2005
Luz Maria Bedoya,2005
"Lúcia Koch ",2005
Maha Maamoun,2005
Maha Malluh,2005
Maider López,2005
Marcel Odenbach,2005
Mario Rizzi,2005
Mark Lombardi,2005
Marwan Rechmaoui,2005
Moataz Nasr,2005
Mohamed Abdelkarim,2005
Mona Hatoum,2005
Mouna Karray,2005
Muhamad Haider,2005
Muratbek Djumaliev,2005
N.S. Harsha,2005
Nacera Belaza,2005
Nika Oblak,2005
Nikolaj Bendix,2005
Omar Khayyam,2005
Primož Novak,2005
Raffie Davtian,2005
Rania Stephan,2005
Rashid Masharawi,2005
Rula Halawani,2005
Runa Islam,2005
Ryoji Ikeda,2005
Sama Alshaibi,2005
Samah Hijawi,2005
Samiah Khashoggi,2005
Samira Badran,2005
Saâdane Afif,2005
Setareh Shahbazi,2005
Shahriar Ahmadi,2005
Shahzia Sikander,2005
Sharif Waked,2005
Sheela Gowda,2005
Simon Fujiwara,2005
Solange Farkas,2005
Sophie Ernst,2005
Steve Reinke,2005
Susan Hefuna,2005
Suzanne Cotter,2005
Thomas Demand,2005
Tiffany Chung,2005
Tintin Wulia,2005
Tom Molloy,2005
Walid Raad,2005
Yang Fudong,2005
Yang Shaobin,2005
Yazan Khalili,2005
Yto Barrada,2005
Yuk King Tan,2005
Yuko Hasegawa,2005
Zhang Hui,2005
Ziad Antar,2005
Ziad Dalloul,2005
Susan Hefuna,2005/2006
Giuseppe Moscatello,2005 -07
Basma Al Sharif,2005-07
Mohamed Bourouissa,2005-2008
Sahand Hesamiyan,2005-2015
Rasha Salti,2005-7
Adel Abidin,2006
Ahmed El Attar,2006
Akram Zaatari,2006
Ala Ebtekar,2006
Alberto Duman,2006
Alexis Bhagat,2006
Alfredo Aquilizan,2006
Alfredo Jaar,2006
Amir H. Fallah,2006
Ana Torfs,2006
Ana Vidigal,2006
Angela Harutyunyan,2006
Ayreen Anastas,2006
Bahman Kiarostami,2006
Burak Arikan,2006
Carsten Höller,2006
Cevdet Erek,2006
Dirk Fleischmann,2006
Djamel Kokene,2006
Doa Aly,2006
Doug Ashford,2006
Ebtisam Abdulaziz,2006
EFFAT ABDULLAH FADAG,2006
Elena Kovylina,2006
Fayçal Baghriche,2006
Firoz Mahmud,2006
Fouad Elkoury,2006
Fred Eerdekens,2006
Gabriel Lester,2006
Gilbert Hage,2006
Giuseppe Moscatello,2006
Gulnara Kasmalieva,2006
Hala Elkoussy,2006
Hamra Abbas,2006
Haris Epaminonda,2006
Harun Farocki,2006
Hasan and Husain Essop,2006
Haytham el Wardany,2006
Heman Chong,2006
Hicham Ayouch,2006
Hu Xiangqian,2006
Iman Issa,2006
Imran Qureshi,2006
Isabel Aquilizan,2006
Jananne Al-Ani,2006
Jane & Louise Wilson,2006
Jawad Al Malhi,2006
Jayce Salloum,2006
"Jean-Luc Moulène ",2006
Jorge Tacla,2006
Josephine Meckseper,2006
José Luis Martinat,2006
Juan Araujo,2006
Jun Yang,2006
Karim Aïnouz,2006
Kazuyo Sejima,2006
Khalid Al-Harbi,2006
Lani Maestro,2006
Lara Favaretto,2006
Lize Mogel,2006
Lulwah Al-Homoud,2006
"Lúcia Koch ",2006
Maha Al-Khalawi,2006
Maha Maamoun,2006
Maider López,2006
Marcel Odenbach,2006
Marwan Rechmaoui,2006
Melik Ohanian,2006
Michael Rakowitz,2006
Moataz Nasr,2006
Mona Hatoum,2006
Mona Marzouk,2006
Monika Börgmann,2006
Mouna Karray,2006
Mounir Al-Shaarani,2006
Muratbek Djumaliev,2006
N.S. Harsha,2006
Nacera Belaza,2006
Nadia Ayari,2006
Nasir Nasrallah,2006
Nevin Aladag,2006
Nida Sinnokrot,2006
Nika Oblak,2006
Nikolaj Bendix,2006
Ninar Esber,2006
Noha Faoud Al-Ghalib,2006
Ola Hejazi,2006
Pascal Hachem,2006
Primož Novak,2006
Rabih Mroué,2006
Raeda Ashour,2006
Raeda Saadeh,2006
Rania Stephan,2006
Rasha Salti,2006
Rula Halawani,2006
Runa Islam,2006
Salwa Aleryani,2006
Samira Badran,2006
Setareh Shahbazi,2006
Shahzia Sikander,2006
Sharif Waked,2006
Sheela Gowda,2006
Shilpa Gupta,2006
Shimabuku,2006
Simryn Gill,2006
Sirine Fattouh,2006
Solange Farkas,2006
Sophie Ernst,2006
Steve Reinke,2006
Susan Hefuna,2006
Tarek Atoui,2006
Tarek Halaby,2006
Teboho Mahlatsi,2006
Thomas Demand,2006
Wafa Hourani,2006
Wafa Karsha,2006
Walid Raad,2006
Wissam Shawkat,2006
Yang Fudong,2006
Yonamine,2006
Youssef Abdelkė,2006
Yto Barrada,2006
Yuk King Tan,2006
Yuko Hasegawa,2006
Zena el Khalil,2006
Abdelfattah Kilito,2006-06
Mona Hatoum,2006-07
José Luis Martinat,2006-08
Eyal Weizman,2006-2007
Morteza Ahmadvand,2006-2009
Wafa Hourani,2006-2009
Abdelfattah Kilito,2007
Adel Abidin,2007
Agnes Janich,2007
Ahmad Ghossein,2007
Ahmad Konash,2007
Ahmed El Attar,2007
Akram Zaatari,2007
Alberto Duman,2007
Alfredo Aquilizan,2007
Alfredo Jaar,2007
Amar Kanwar,2007
Amir H. Fallah,2007
Ana Torfs,2007
Ana Vidigal,2007
Anawana Haloba,2007
Bahar Behbahani,2007
Bahman Kiarostami,2007
"Basim Magdy ",2007
Basma Al Sharif,2007
Başak Ertür,2007
CAMP,2007
Carlos  Amorales,2007
Chai Siri,2007
Daniel Garcia,2007
David Spriggs,2007
Derek Ogbourne,2007
Dirk Fleischmann,2007
Doa Aly,2007
Doris Bittar,2007
Doug Henders,2007
Ebtisam Abdulaziz,2007
EFFAT ABDULLAH FADAG,2007
Elena Kovylina,2007
Elnaz Farajollahi,2007
Emily Jacir,2007
Eungie Joo,2007
Eva Meyer-Keller,2007
Eyal Weizman,2007
Firoz Mahmud,2007
Fouad Elkoury,2007
Fumito Urabe,2007
Gabriel Lester,2007
Gilbert Hage,2007
Giuseppe Moscatello,2007
Graziella Rizkallah Toufic,2007
Gulnara Kasmalieva,2007
Hala Elkoussy,2007
Hamra Abbas,2007
Hana Hajjar,2007
Hanan Abdullah Bahamdan,2007
Haris Epaminonda,2007
"Haroon Mirza ",2007
Hassan Sharif,2007
Hatem Imam,2007
Hussein Al-Mohasen,2007
Iman Issa,2007
Imran Qureshi,2007
Isabel Aquilizan,2007
Jane & Louise Wilson,2007
Jawad Al Malhi,2007
Jayce Salloum,2007
"Jean-Luc Moulène ",2007
Josephine Meckseper,2007
José Luis Martinat,2007
Juan Araujo,2007
Jun Yang,2007
Kazuyo Sejima,2007
Khaled Jarrar,2007
Khalil Rabah,2007
Lamia Joreige,2007
Lamya Gargash,2007
Lani Maestro,2007
Lara Favaretto,2007
Latifa Echakhch,2007
Laurent Grasso,2007
Lili Dujourie,2007
Liliana Porter,2007
Liu Wei,2007
Luc Sante,2007
Maha Maamoun,2007
Maha Malluh,2007
Maider López,2007
Manal Al Dowayan,2007
Marcel Odenbach,2007
Mariam Ghani,2007
Marie-Hélène Cauvin,2007
Melik Ohanian,2007
Meriç Algün Ringborg,2007
Minouk Lim,2007
Mohamed Ali Fadlabi,2007
Mohamed Bourouissa,2007
Mohamed El Mahdaoui,2007
Mona Hatoum,2007
Monika Börgmann,2007
Mouna Karray,2007
Mounira Al Solh,2007
Muratbek Djumaliev,2007
Murtaza Vali,2007
N.S. Harsha,2007
Nadia Ayari,2007
Nargess Hashemi,2007
Nida Sinnokrot,2007
Nikolaj Bendix,2007
Noura Bouzo,2007
Olafur Eliasson,2007
Oraib Toukan,2007
Pascal Hachem,2007
Rabih Mroué,2007
Raed Yassin,2007
Raeda Ashour,2007
Raeda Saadeh,2007
Raffie Davtian,2007
Ramin Haerizadeh,2007
Rania Stephan,2007
Rika Noguchi,2007
Rosalind Nashashibi,2007
Samah Hijawi,2007
Samira Badran,2007
Saâdane Afif,2007
Setareh Shahbazi,2007
Shadia Alem,2007
Shahzia Sikander,2007
Sharif Waked,2007
Sheela Gowda,2007
Shimabuku,2007
Shiro Takatani,2007
Simryn Gill,2007
Solange Farkas,2007
Sophie Ernst,2007
Susan Hefuna,2007
Tagreed Al-Bagshi,2007
Tarek Atoui,2007
Tarek Halaby,2007
Taus Makhacheva,2007
Taysir Batniji,2007
Thilo Frank,2007
Thomas Demand,2007
Tintin Wulia,2007
Wafa Hourani,2007
Wafaa Bilal,2007
Waheeda Malullah,2007
Walid Raad,2007
Wissam Shawkat,2007
Yang Fudong,2007
Yang Shaobin,2007
Yonamine,2007
Youssef Abdelkė,2007
Youssef Nabil,2007
Yto Barrada,2007
Yuko Hasegawa,2007
Ziad Antar,2007
Érik Bullot,2007
Hamra Abbas,2007-08
Nika Oblak,2007-08
Primož Novak,2007-08
Valeska Soares,2007-08
Hiroyuki Masuyama,2007- 08
Djamel Kokene,2007 -2008
Haris Epaminonda,2007-2008
Abbas Kiarostami,2008
Abdulaziz Ashour,2008
Abdulhalim Radwi,2008
Adel Abidin,2008
Adele Ne Jame,2008
Adila Laidi-Hanieh,2008
Agnes Janich,2008
Ahmad Ghossein,2008
Ahmad Konash,2008
Ahmed Alsoudani,2008
Ahmed Foula,2008
Ahmed Mater,2008
Alexander Markov,2008
Alfredo Aquilizan,2008
Alfredo Jaar,2008
Amar Kanwar,2008
Amina Menia,2008
Amir H. Fallah,2008
Ammar Al Attar,2008
Ana Torfs,2008
Anawana Haloba,2008
Andreas Gursky,2008
Ayşe Erkmen,2008
Bae Young-whan,2008
Barry Doupé,2008
"Basim Magdy ",2008
Basma Al Sharif,2008
Başak Ertür,2008
CAMP,2008
Carlos  Amorales,2008
Carsten Höller,2008
Daniel Garcia,2008
David Spriggs,2008
Derek Ogbourne,2008
Dia Aziz Dia,2008
Dirk Fleischmann,2008
Djamel Kokene,2008
Doa Aly,2008
Doug Henders,2008
Elena Kovylina,2008
Emily Jacir,2008
Eungie Joo,2008
Eva Meyer-Keller,2008
Eyad Maghazil,2008
Eyal Weizman,2008
Fahd Al-Hijilan,2008
Faisal Samra,2008
Fayçal Baghriche,2008
Firoz Mahmud,2008
Gabriel Lester,2008
Ghada Al-Hassan,2008
Gilbert Hage,2008
Gulnara Kasmalieva,2008
Haig Aivazian,2008
Hamra Abbas,2008
Hani Alireza,2008
Hans Haacke,2008
Haris Epaminonda,2008
Heman Chong,2008
Hicham Ayouch,2008
Hiroyuki Masuyama,2008
Houman Mortazavi,2008
Hrair Sarkissian,2008
Iman Issa,2008
Isabel Aquilizan,2008
Işıl Eğrikavuk,2008
Jane & Louise Wilson,2008
Jawad Al Malhi,2008
Jayce Salloum,2008
Jem Cohen,2008
Jesper Just,2008
"Joana Hadjithomas ",2008
Jonathas de Andrade,2008
Josephine Meckseper,2008
José Luis Martinat,2008
Juan Araujo,2008
Julia Meltzer,2008
Jun Yang,2008
Kazuyo Sejima,2008
Khalil Joreige,2008
Lamia Joreige,2008
Lamya Gargash,2008
Lara Favaretto,2008
Latifa Echakhch,2008
Laurent Grasso,2008
Lili Dujourie,2008
Liliana Porter,2008
Liu Wei,2008
Lulwah Al-Homoud,2008
"Lúcia Koch ",2008
Maha Maamoun,2008
Maider López,2008
Manal Al Dowayan,2008
Manal Dowayan,2008
Marcel Odenbach,2008
Marcel Schwierin,2008
Mariam Ghani,2008
Mario Rizzi,2008
Marwa Rustam,2008
Marwan Rechmaoui,2008
Matt Saunders,2008
Melik Ohanian,2008
Michael Rakowitz,2008
Moataz Nasr,2008
Mohamed Ali Fadlabi,2008
Mohamed Bourouissa,2008
Mona Marzouk,2008
Monika Börgmann,2008
Monir Shahroudy Farmanfarmaian,2008
Mouna Karray,2008
Muratbek Djumaliev,2008
Murtaza Vali,2008
Mustapha Benfodil,2008
N.S. Harsha,2008
Nacera Belaza,2008
Nargess Hashemi,2008
Nevin Aladag,2008
Nida Sinnokrot,2008
Nika Oblak,2008
Nikolaj Bendix,2008
Ninar Esber,2008
Olafur Eliasson,2008
Omar Berrada,2008
Oraib Toukan,2008
Otobong Nkanga,2008
Pascal Hachem,2008
Pascale Marthine Tayou,2008
Pouya Parsamagham,2008
Primož Novak,2008
Rabih Mroué,2008
Raed Yassin,2008
Raeda Saadeh,2008
Rania Attieh,2008
Raqs Media Collective,2008
Ravi Agarwal,2008
Rayyane Tabet,2008
Reem Al Ghaith,2008
Rosalind Nashashibi,2008
Runa Islam,2008
Ryoji Ikeda,2008
Sahand Hesamiyan,2008
Samah Hijawi,2008
Samer Omran,2008
Samiah Khashoggi,2008
Samira Badran,2008
Seigen Ono,2008
Setareh Shahbazi,2008
Shahzia Sikander,2008
Shalima Sharbatli,2008
Sharif Waked,2008
Sheela Gowda,2008
Sherin Guirguis,2008
Shilpa Gupta,2008
Shimabuku,2008
Shiro Takatani,2008
Simon Fujiwara,2008
Simryn Gill,2008
Sophie Ernst,2008
Soraya Darwish,2008
Susan Hefuna,2008
Suzanne Cotter,2008
Tarek Atoui,2008
Tarek Halaby,2008
Tom Molloy,2008
Tony Chakar,2008
Valeska Soares,2008
Wafaa Bilal,2008
Waheeda Malullah,2008
Waleed Alzuhair,2008
Wang Jianwei,2008
Wissam Shawkat,2008
Yang Shaobin,2008
Yazan Khalili,2008
Yonamine,2008
Yousef Jaha,2008
Youssef Nabil,2008
Yto Barrada,2008
Yuko Hasegawa,2008
Zahra Bu Ali,2008
Zena el Khalil,2008
Zhang Hui,2008
Ziad Antar,2008
Ayşe Erkmen,2008/09
Lara Baladi,2008/09
Fernando José Pereira,2008-09
Hayv Kahraman,2008-09
Simryn Gill,2008-09
Waheeda Malullah,2008-09
Nida Sinnokrot,2008- 09
Derek Ogbourne,2008-2009
Rika Noguchi,2008-2009
Abdelfattah Kilito,2009
Abdelkader Benchamma,2009
Abdulaziz Ashour,2009
Abdullah Al Saadi,2009
Abdullah Nawawi,2009
Abdulmajid Ali Al-Jarouf,2009
Abdulnasser Al-Amri,2009
Adel Abidin,2009
Adrian Paci,2009
Agnes Janich,2009
Ahmad Ghossein,2009
Ahmad Morshedloo,2009
Ahmed Alsoudani,2009
Ahmed El Attar,2009
Ahmed Felemban,2009
Aisha Khalid,2009
Ala Ebtekar,2009
Alberto Duman,2009
Alfredo Aquilizan,2009
Amir H. Fallah,2009
Ana Torfs,2009
Ana Vidigal,2009
Anawana Haloba,2009
Andreas Gursky,2009
"Apichatpong Weerasethakul ",2009
Ayman Baalbaki,2009
Ayman Yossri Daydban,2009
Ayreen Anastas,2009
Ayşe Erkmen,2009
Bae Young-whan,2009
Bahman Kiarostami,2009
Baseem Al Sharqi,2009
"Basim Magdy ",2009
"Basir Mahmood ",2009
Basma Al Sharif,2009
Burak Arikan,2009
CAMP,2009
Carlos  Amorales,2009
"Charwei Tsai ",2009
Claudia Joskowicz,2009
Daniel Garcia,2009
Daouda Coulibaly,2009
David Spriggs,2009
Djamel Kokene,2009
Doa Aly,2009
Doris Bittar,2009
Doug Henders,2009
Ebtisam Abdulaziz,2009
Elena Kovylina,2009
Elizabeth Peyton,2009
Eugenio Dittborn,2009
Eungie Joo,2009
Eva Meyer-Keller,2009
Eyal Weizman,2009
Farshid Maleki,2009
Fayçal Baghriche,2009
Fernando José Pereira,2009
Firoz Mahmud,2009
Fumito Urabe,2009
Gabriel Lester,2009
Gilbert Hage,2009
Giuseppe Moscatello,2009
Golnaz Fathi,2009
Graziella Rizkallah Toufic,2009
Gulnara Kasmalieva,2009
Haig Aivazian,2009
Hala Elkoussy,2009
Hamra Abbas,2009
Haris Epaminonda,2009
Hasan and Husain Essop,2009
Hayv Kahraman,2009
Heman Chong,2009
Hend Al-Mansour,2009
Hiroyuki Masuyama,2009
Hrair Sarkissian,2009
Iman Issa,2009
Iman Raad,2009
Isabel Aquilizan,2009
Ismaïl Bahri,2009
Işıl Eğrikavuk,2009
Jalal Toufic,2009
Jane & Louise Wilson,2009
Jawad Al Malhi,2009
Jayce Salloum,2009
"Jean-Luc Moulène ",2009
Jenine Sharabi,2009
Jenna Bass,2009
Jesper Just,2009
"Joana Hadjithomas ",2009
Jonathas de Andrade,2009
José Luis Martinat,2009
Juan Araujo,2009
Jumana Emil Abboud,2009
Kader Attia,2009
Karim Aïnouz,2009
Karin Sander,2009
Kazuyo Sejima,2009
Khaled Hourani,2009
Khalil Joreige,2009
Lamia Joreige,2009
Lamya Gargash,2009
Lani Maestro,2009
Lara Favaretto,2009
Larissa Sansour,2009
Latifa Echakhch,2009
Laurent Grasso,2009
Lawrence Weiner,2009
Lee Kit,2009
Leila Pazooki,2009
Lili Dujourie,2009
Liliana Porter,2009
Luc Sante,2009
Luz Maria Bedoya,2009
Magdi Mostafa,2009
Maha Maamoun,2009
Maha Malluh,2009
Mahmoud Refat,2009
Maider López,2009
Manal Al Dowayan,2009
Manal Dowayan,2009
Marcel Odenbach,2009
Marcel Schwierin,2009
Mariam Ghani,2009
Marie-Hélène Cauvin,2009
Marwan Rechmaoui,2009
Matt Saunders,2009
Melik Ohanian,2009
Melissa Chimera,2009
Mohamed Abdelkarim,2009
Mohamed Bourouissa,2009
Mohammed Kamel,2009
Mona Hatoum,2009
Monika Börgmann,2009
Monir Shahroudy Farmanfarmaian,2009
Mouna Karray,2009
Mounira Al Solh,2009
Muratbek Djumaliev,2009
Mustapha Benfodil,2009
N.S. Harsha,2009
Nadia Ayari,2009
Nevin Aladag,2009
Nida Sinnokrot,2009
Nika Oblak,2009
Nikolaj Bendix,2009
Nil Yalter,2009
Ninar Esber,2009
Noura Bouzo,2009
Oraib Toukan,2009
Panos Tsagaris,2009
Pascal Hachem,2009
Pascale Marthine Tayou,2009
Pouran-Jinchi,2009
Primož Novak,2009
Rabih Mroué,2009
Raed Yassin,2009
Rania Attieh,2009
Rania Stephan,2009
Raqs Media Collective,2009
Rashid Masharawi,2009
Ravi Agarwal,2009
Rayyane Tabet,2009
Reem Al Ghaith,2009
Rika Noguchi,2009
Rokni Haerizadeh,2009
Rosalind Nashashibi,2009
Rula Halawani,2009
Runa Islam,2009
Ryoji Ikeda,2009
Saddiek Mohammed Wasil,2009
Saeed Salem,2009
Sam Shalabi,2009
Samah Hijawi,2009
Samira Badran,2009
Sara Ramo,2009
Shadia Alem,2009
Shahzia Sikander,2009
Sharif Waked,2009
Shaweesh,2009
Sheela Gowda,2009
Sherif El Azma,2009
Shilpa Gupta,2009
"Sille Storihle ",2009
Simon Fujiwara,2009
Slavs and Tatars,2009
Solange Farkas,2009
Sophie Ernst,2009
"SUPERFLEX ",2009
Susan Hefuna,2009
Talal Al-Zeid,2009
Tarek Atoui,2009
Tarek Halaby,2009
Taysir Batniji,2009
Thilo Frank,2009
Thomas Demand,2009
Tiffany Chung,2009
Tony Chakar,2009
Valeska Soares,2009
Valia Fetisov,2009
Wafa Hourani,2009
Waheeda Malullah,2009
Walid Raad,2009
Wang Jianwei,2009
Wissam Shawkat,2009
Yang Fudong,2009
Yang Shaobin,2009
Yazan Khalili,2009
Yazid Oulab,2009
Yonamine,2009
Yousef Jaha,2009
Yto Barrada,2009
Yuko Hasegawa,2009
Zhang Hui,2009
Zineb Sedira,2009
Érik Bullot,2009
Hamra Abbas,2009/10
Karin Sander,2009-10
Yuko Hasegawa,2009-2010
Abbas Kiarostami,2010
Abdelfattah Kilito,2010
Abdulaziz Ashour,2010
Agnes Janich,2010
Ahmed Mater,2010
Ala Ebtekar,2010
Alexander Markov,2010
Alfredo Jaar,2010
Amar Kanwar,2010
Amina Menia,2010
Ana Torfs,2010
Ana Vidigal,2010
Andreas Gursky,2010
Angela Harutyunyan,2010
"Angelica Mesiti ",2010
"Apichatpong Weerasethakul ",2010
Ayman Ramadan,2010
Ayreen Anastas,2010
Ayşe Erkmen,2010
"Basim Magdy ",2010
"Basir Mahmood ",2010
Basma Al Sharif,2010
Bijoy Jain,2010
Bouchra Khalili,2010
Burak Arikan,2010
CAMP,2010
Carlos  Amorales,2010
Carsten Höller,2010
Cevdet Erek,2010
Chai Siri,2010
"Charwei Tsai ",2010
Daniel Garcia,2010
David Claerbout,2010
David Spriggs,2010
Derek Ogbourne,2010
Dirk Fleischmann,2010
Djamel Kokene,2010
Doa Aly,2010
Doug Ashford,2010
Ebtisam Abdulaziz,2010
Eduard Puterbrot,2010
Edward Said,2010
Elena Kovylina,2010
Eugenio Dittborn,2010
Eyal Weizman,2010
Fayçal Baghriche,2010
Fernando José Pereira,2010
Firoz Mahmud,2010
Fred Eerdekens,2010
Fumito Urabe,2010
Gilbert Hage,2010
Giuseppe Moscatello,2010
Golnaz Fathi,2010
Graziella Rizkallah Toufic,2010
Gulnara Kasmalieva,2010
Hala Elkoussy,2010
Hamra Abbas,2010
Haris Epaminonda,2010
Hasan and Husain Essop,2010
Heman Chong,2010
Hesam Rahmanian,2010
Hiroyuki Masuyama,2010
Houman Mortazavi,2010
Hrair Sarkissian,2010
Iman Issa,2010
Imran Qureshi,2010
Ismaïl Bahri,2010
Işıl Eğrikavuk,2010
Jalal Toufic,2010
Jananne Al-Ani,2010
Jane & Louise Wilson,2010
Jawad Al Malhi,2010
Jayce Salloum,2010
"Jean-Luc Moulène ",2010
Jem Cohen,2010
Jenna Bass,2010
Jonathas de Andrade,2010
Josephine Meckseper,2010
José Luis Martinat,2010
João Vasco Paiva,2010
Juan Araujo,2010
Jun Yang,2010
Kader Attia,2010
Karin Sander,2010
Kazuyo Sejima,2010
Khalil Rabah,2010
Lamia Joreige,2010
Lani Maestro,2010
Latifa Echakhch,2010
Lee Kit,2010
Lili Dujourie,2010
Liu Wei,2010
Luc Sante,2010
Luz Maria Bedoya,2010
Lynn Love,2010
"Lúcia Koch ",2010
Magdi Mostafa,2010
Maha Maamoun,2010
Mahmoud Refat,2010
Maider López,2010
Manal Al Dowayan,2010
Marcel Odenbach,2010
Marcel Schwierin,2010
Mariam Ghani,2010
Marie-Hélène Cauvin,2010
Marilou Lemmens,2010
Mario Rizzi,2010
Matt Saunders,2010
Melik Ohanian,2010
Melissa Chimera,2010
Meriç Algün Ringborg,2010
Minouk Lim,2010
Moataz Nasr,2010
Mohamed Abdelkarim,2010
Mohamed Ali Fadlabi,2010
Mohamed El Mahdaoui,2010
Monir Shahroudy Farmanfarmaian,2010
Mouna Karray,2010
Mounira Al Solh,2010
Muratbek Djumaliev,2010
Murtaza Vali,2010
N.S. Harsha,2010
Nacera Belaza,2010
Nadia Ayari,2010
Nargess Hashemi,2010
Nevin Aladag,2010
Nida Sinnokrot,2010
Nika Oblak,2010
Nikolaj Bendix,2010
Ninar Esber,2010
Olafur Eliasson,2010
Pablo Lobato,2010
Panos Tsagaris,2010
Pascale Marthine Tayou,2010
Pouran-Jinchi,2010
Primož Novak,2010
Rabih Mroué,2010
Raed Yassin,2010
Ramin Haerizadeh,2010
Rania Attieh,2010
Raqs Media Collective,2010
Rasheed Araeen,2010
Ravi Agarwal,2010
Rayyane Tabet,2010
Reem Al Ghaith,2010
Regina José Galindo,2010
Richard Ibghy,2010
Rokni Haerizadeh,2010
Rosalind Nashashibi,2010
Rula Halawani,2010
Runa Islam,2010
Ryoji Ikeda,2010
Sam Shalabi,2010
Samer Omran,2010
Sara Naim,2010
Sara Ramo,2010
Saâdane Afif,2010
Setareh Shahbazi,2010
Shahzia Sikander,2010
Sharif Waked,2010
Sheela Gowda,2010
Sherif El Azma,2010
Sherin Guirguis,2010
Shilpa Gupta,2010
Shiro Takatani,2010
Shohreh Mehran,2010
Simon Fujiwara,2010
Simryn Gill,2010
Slavs and Tatars,2010
Solange Farkas,2010
Sulayman Al Bassam,2010
"SUPERFLEX ",2010
Susan Hefuna,2010
Talal Al-Zeid,2010
Tarek Atoui,2010
Tarek Halaby,2010
Taus Makhacheva,2010
Thomas Demand,2010
Tiffany Chung,2010
Tintin Wulia,2010
Tom Molloy,2010
Trisha Donnelly,2010
Valeska Soares,2010
Wael Shawky,2010
Wafaa Bilal,2010
Waheeda Malullah,2010
Walid Raad,2010
Yang Fudong,2010
Yang Shaobin,2010
Yazan Khalili,2010
Yonamine,2010
YOVO! YOVO!,2010
Yto Barrada,2010
Yuko Hasegawa,2010
Zbyněk Baladrán,2010
Zhang Hui,2010
Zineb Sedira,2010
Laurent Grasso,2010/2009
Susan Hefuna,2010/2011
Firoz Mahmud,2010-11
Abbas Akhavan,2011
Abdullah Al Saadi,2011
Abdullah Al-Ogaili,2011
Adel Abidin,2011
Ahmed Alsoudani,2011
Ahmed Mater,2011
Ala Ebtekar,2011
Amina Menia,2011
Ammar Al Attar,2011
Anawana Haloba,2011
"Angelica Mesiti ",2011
Anri Sala,2011
Bae Young-whan,2011
"Basim Magdy ",2011
"Basir Mahmood ",2011
Basmah Felemban,2011
Bijoy Jain,2011
Burak Arikan,2011
CAMP,2011
Carsten Höller,2011
Cevdet Erek,2011
"Charwei Tsai ",2011
David Claerbout,2011
Derek Ogbourne,2011
Dirk Fleischmann,2011
Doa Aly,2011
Elizabeth Peyton,2011
Farshid Maleki,2011
Gabriel Lester,2011
Golnaz Fathi,2011
Graziella Rizkallah Toufic,2011
Gulnara Kasmalieva,2011
Haig Aivazian,2011
"Haroon Mirza ",2011
Hasan and Husain Essop,2011
Heman Chong,2011
Hesam Rahmanian,2011
Hrair Sarkissian,2011
Hu Xiangqian,2011
Iman Raad,2011
Jalal Toufic,2011
Jananne Al-Ani,2011
"Jean-Luc Moulène ",2011
Jesper Just,2011
Josephine Meckseper,2011
João Vasco Paiva,2011
Jun Yang,2011
Khaled Jarrar,2011
Khaled Sabsabi,2011
Lamia Joreige,2011
Lara Baladi,2011
Lee Kit,2011
Leila Pazooki,2011
Liu Wei,2011
Luz Maria Bedoya,2011
Manal Al Dowayan,2011
Marcel Odenbach,2011
Marcel Schwierin,2011
Mario Rizzi,2011
Melik Ohanian,2011
Meriç Algün Ringborg,2011
Minouk Lim,2011
Moataz Nasr,2011
Mohamed Abdelkarim,2011
Mohamed Ali Fadlabi,2011
Mona Marzouk,2011
Muratbek Djumaliev,2011
Musaed Alhulis,2011
Nadia Ayari,2011
Nevin Aladag,2011
Nikolaj Bendix,2011
Nil Yalter,2011
Ninar Esber,2011
Niyaz-Azadikhah,2011
Olafur Eliasson,2011
Omar Berrada,2011
Otobong Nkanga,2011
Pablo Lobato,2011
Panos Tsagaris,2011
Pascale Marthine Tayou,2011
Pouya Parsamagham,2011
Rasheed Araeen,2011
Ravi Agarwal,2011
Runa Islam,2011
Ryoji Ikeda,2011
Sahand Hesamiyan,2011
Saloua Raouda Choucair,2011
Sara Ramo,2011
Sean Gullette,2011
Setareh Shahbazi,2011
Shahrzad Changalvaee,2011
Shahzia Sikander,2011
Shilpa Gupta,2011
Shimabuku,2011
Shiro Takatani,2011
"Sille Storihle ",2011
Simon Fujiwara,2011
Slavs and Tatars,2011
Steve Reinke,2011
"SUPERFLEX ",2011
Susan Hefuna,2011
Taus Makhacheva,2011
Thilo Frank,2011
Tiffany Chung,2011
Tintin Wulia,2011
